date,description,category,type,amount
2025-01-28,Parkir di kantor,Transportation,expense,89881
2024-11-07,Parkir di kantor,Transportation,expense,144727
2025-08-21,Bunga deposito bank,Other Income,income,44211
2024-11-12,Beli mainan anak di Gramedia,Shopping,expense,2153106
2025-02-28,Pemasukan dari usaha laundry,Business,income,9125631
2025-06-04,Bayar SPP anak,Education,expense,1200995
2025-02-14,Makan malam di Solaria,Food & Dining,expense,130748
2024-12-12,Beli bunga untuk ibu,Gift & Donation,expense,893380
2025-09-01,Belanja baju di Zara,Shopping,expense,3572878
2025-10-10,Refund tiket pesawat,Other Income,income,255356
2025-06-14,Refund tiket pesawat,Other Income,income,134820
2025-03-04,Bayar tagihan listrik,Bills & Utilities,expense,163496
2024-12-16,Beli tiket bioskop XXI,Entertainment,expense,383218
2024-12-05,Zakat bulanan,Gift & Donation,expense,576008
2025-01-08,Beli buku pelajaran,Education,expense,2775145
2025-04-17,Gaji bulanan dari perusahaan,Salary,income,8971008
2025-03-03,Beli vitamin C di Guardian,Health & Medical,expense,1252174
2025-05-24,Zakat bulanan,Gift & Donation,expense,119045
2025-05-10,Bayar air PAM,Bills & Utilities,expense,1753214
2025-05-27,Top up pulsa XL,Bills & Utilities,expense,1478264
2025-03-16,Bayar air PAM,Bills & Utilities,expense,1721807
2025-10-04,Tes darah di klinik,Health & Medical,expense,1427161
2025-01-16,Beli vitamin C di Guardian,Health & Medical,expense,1111983
2025-07-28,Penjualan produk handmade,Business,income,9037417
2024-12-27,Beli vitamin C di Guardian,Health & Medical,expense,1293144
2024-10-29,Cek kesehatan rutin,Health & Medical,expense,1530626
2025-01-14,Parkir di kantor,Transportation,expense,24350
2025-04-20,Pendapatan toko online,Business,income,4239187
2025-04-23,Beli kopi di Janji Jiwa,Food & Dining,expense,272292
2025-08-06,Langganan Netflix Premium,Entertainment,expense,882494
2025-09-30,Langganan Netflix Premium,Entertainment,expense,950419
2025-08-31,Les privat matematika,Education,expense,3017146
2025-02-27,Beli laptop di Tokopedia,Shopping,expense,3281247
2025-10-21,Belanja baju di Zara,Shopping,expense,4235904
2024-10-25,Beli game di Steam,Entertainment,expense,886008
2025-01-16,Beli vitamin C di Guardian,Health & Medical,expense,695155
2025-08-17,Beli mainan anak di Gramedia,Shopping,expense,3034487
2024-11-03,Bayar air PAM,Bills & Utilities,expense,130291
2025-04-29,Makan malam di Solaria,Food & Dining,expense,160866
2025-09-29,Beli bunga untuk ibu,Gift & Donation,expense,724155
2025-03-22,Isi bensin Pertalite,Transportation,expense,26828
2025-07-07,Pendapatan toko online,Business,income,9379464
2025-10-03,Pendapatan toko online,Business,income,4604065
2024-11-14,Belanja baju di Zara,Shopping,expense,4105328
2025-07-12,Potongan layanan e-wallet,Other Expense,expense,411403
2025-04-09,Les privat matematika,Education,expense,1015048
2025-02-09,Naik Transjakarta,Transportation,expense,173018
2025-04-14,Penjualan produk handmade,Business,income,7551659
2024-10-26,Refund tiket pesawat,Other Income,income,430713
2025-07-11,Belanja baju di Zara,Shopping,expense,2917878
2025-02-26,Isi bensin Pertalite,Transportation,expense,235042
2025-03-09,Bayar tagihan listrik,Bills & Utilities,expense,672187
2025-02-22,Les privat matematika,Education,expense,1911232
2025-07-07,Beli vitamin C di Guardian,Health & Medical,expense,89475
2025-07-10,Cek kesehatan rutin,Health & Medical,expense,1885558
2024-11-30,Langganan Skillshare,Education,expense,1213352
2025-04-10,Langganan internet Biznet,Bills & Utilities,expense,1496598
2025-07-12,Bayar tagihan listrik,Bills & Utilities,expense,1063747
2025-06-26,Pesan makanan lewat GrabFood,Food & Dining,expense,133878
2025-10-11,Top up pulsa XL,Bills & Utilities,expense,1992053
2025-10-15,Sumbangan ke yayasan yatim,Gift & Donation,expense,573400
2024-10-31,Langganan Netflix Premium,Entertainment,expense,164091
2025-08-04,Beli tiket bioskop XXI,Entertainment,expense,591495
2025-09-21,Beli game di Steam,Entertainment,expense,457466
2024-12-17,Tunjangan makan bulanan,Salary,income,16893983
2025-09-25,Hadiah ulang tahun untuk teman,Gift & Donation,expense,148582
2025-05-19,Komisi tambahan,Salary,income,15866893
2025-05-26,Pesan makanan lewat GrabFood,Food & Dining,expense,46168
2025-09-18,Bayar kursus Python online,Education,expense,2886360
2025-01-27,Beli bunga untuk ibu,Gift & Donation,expense,784195
2025-02-03,Donasi ke gereja,Gift & Donation,expense,823421
2025-05-21,Bonus proyek akhir tahun,Salary,income,18722213
2025-03-24,Beli laptop di Tokopedia,Shopping,expense,3466882
2025-01-19,Top up pulsa XL,Bills & Utilities,expense,1873727
2024-11-04,Bayar kursus Python online,Education,expense,3309303
2024-11-14,Komisi tambahan,Salary,income,16621096
2025-04-03,Beli tiket bioskop XXI,Entertainment,expense,824957
2025-04-13,Beli sepatu di Shopee,Shopping,expense,347020
2025-04-28,Sumbangan ke yayasan yatim,Gift & Donation,expense,782859
2024-10-24,Makan malam di Solaria,Food & Dining,expense,256638
2025-01-27,Zakat bulanan,Gift & Donation,expense,449253
2025-07-04,Denda keterlambatan kartu kredit,Other Expense,expense,301634
2025-02-02,Langganan Disney+,Entertainment,expense,687496
2024-11-30,Bayar air PAM,Bills & Utilities,expense,1414200
2025-10-08,Nonton konser K-pop,Entertainment,expense,576854
2025-08-09,Penjualan barang bekas,Other Income,income,276003
2025-10-11,Bayar air PAM,Bills & Utilities,expense,181690
2025-08-15,Beli tiket bioskop XXI,Entertainment,expense,980969
2025-10-22,Beli skincare di Watsons,Shopping,expense,1408643
2025-08-08,Nonton konser K-pop,Entertainment,expense,976485
2025-05-01,Langganan internet Biznet,Bills & Utilities,expense,1282773
2025-06-14,Sumbangan ke yayasan yatim,Gift & Donation,expense,651249
2025-08-05,Biaya admin bank,Other Expense,expense,287529
2025-04-28,Pendapatan dari freelance,Salary,income,14727842
2025-05-28,Beli bunga untuk ibu,Gift & Donation,expense,346455
2025-01-12,Konsultasi dokter gigi,Health & Medical,expense,450507
2025-09-18,Langganan Netflix Premium,Entertainment,expense,93036
2025-03-31,Naik taksi Blue Bird,Transportation,expense,64762
2025-04-10,Pendapatan dari freelance,Salary,income,17647660
2025-02-19,Pemasukan dari usaha laundry,Business,income,7815975
2025-06-19,Potongan layanan e-wallet,Other Expense,expense,373223
2025-04-26,Pendapatan toko online,Business,income,7339049
2025-10-04,Gaji bulanan dari perusahaan,Salary,income,12894680
2024-12-30,Pemasukan dari usaha laundry,Business,income,5393891
2025-07-27,Top up pulsa XL,Bills & Utilities,expense,172942
2024-11-05,Refund tiket pesawat,Other Income,income,237656
2025-01-05,Beli vitamin C di Guardian,Health & Medical,expense,1984670
2025-06-04,Pemasukan dari usaha laundry,Business,income,3067867
2025-09-01,Beli game di Steam,Entertainment,expense,48750
2025-07-21,Potongan layanan e-wallet,Other Expense,expense,365031
2025-06-06,Hadiah ulang tahun untuk teman,Gift & Donation,expense,332906
2025-01-13,Parkir di kantor,Transportation,expense,132099
2025-03-06,Komisi tambahan,Salary,income,6368354
2025-07-24,Nonton konser K-pop,Entertainment,expense,903361
2025-04-24,Potongan layanan e-wallet,Other Expense,expense,480556
2025-01-30,Biaya admin bank,Other Expense,expense,312677
2025-08-15,Bayar kursus Python online,Education,expense,2532837
2025-06-24,Parkir di kantor,Transportation,expense,110420
2025-05-09,Konsultasi dokter gigi,Health & Medical,expense,790666
2025-05-04,Top up pulsa XL,Bills & Utilities,expense,765578
2025-09-04,Ngopi bareng teman di KFC,Food & Dining,expense,168115
2025-10-01,Pemasukan dari usaha laundry,Business,income,5043887
2025-09-07,Beli mainan anak di Gramedia,Shopping,expense,3918858
2024-12-17,Biaya transfer antar bank,Other Expense,expense,361655
2025-01-29,Penjualan produk handmade,Business,income,5296846
2025-01-07,Hadiah ulang tahun untuk teman,Gift & Donation,expense,186070
2025-10-02,Beli sepatu di Shopee,Shopping,expense,2839972
2025-08-23,Langganan Netflix Premium,Entertainment,expense,304296
2025-09-01,Biaya admin bank,Other Expense,expense,11226
2025-03-02,Langganan internet Biznet,Bills & Utilities,expense,359099
2025-09-19,Beli vitamin C di Guardian,Health & Medical,expense,910089
2025-09-28,Gaji bulanan dari perusahaan,Salary,income,14826094
2025-08-26,Zakat bulanan,Gift & Donation,expense,294850
2025-09-26,Penarikan tunai ATM,Other Expense,expense,379459
2025-08-09,Belanja baju di Zara,Shopping,expense,765105
2025-03-26,Bayar kursus Python online,Education,expense,4120868
2025-01-29,Zakat bulanan,Gift & Donation,expense,575869
2025-05-28,Penarikan tunai ATM,Other Expense,expense,69696
2025-10-09,Langganan Disney+,Entertainment,expense,370501
2025-01-01,Naik taksi Blue Bird,Transportation,expense,209794
2024-12-16,Bonus proyek akhir tahun,Salary,income,16447559
2025-08-15,Sarapan di Warung Nasi Uduk,Food & Dining,expense,257415
2025-02-05,Bayar iuran RT,Bills & Utilities,expense,1421561
2025-04-21,Beli vitamin C di Guardian,Health & Medical,expense,146908
2025-09-19,Naik taksi Blue Bird,Transportation,expense,55159
2025-10-06,Donasi ke gereja,Gift & Donation,expense,307746
2024-12-21,Nonton konser K-pop,Entertainment,expense,817815
2025-09-25,Ngopi bareng teman di KFC,Food & Dining,expense,122452
2025-07-19,Donasi ke gereja,Gift & Donation,expense,131406
2025-08-29,Bonus proyek akhir tahun,Salary,income,11564970
2024-10-26,Komisi tambahan,Salary,income,8361216
2025-06-02,Denda keterlambatan kartu kredit,Other Expense,expense,419576
2025-03-26,Pendapatan tambahan kecil,Other Income,income,130911
2025-07-20,Komisi reseller,Business,income,3812403
2025-07-10,Bayar kursus Python online,Education,expense,3407906
2025-10-12,Beli obat flu di apotek,Health & Medical,expense,1445530
2025-04-03,Parkir di kantor,Transportation,expense,80388
2025-08-10,Beli tiket bioskop XXI,Entertainment,expense,57297
2025-09-20,Refund tiket pesawat,Other Income,income,224112
2025-04-05,Komisi tambahan,Salary,income,13701046
2025-03-23,Isi bensin Pertalite,Transportation,expense,232777
2025-01-27,Parkir di kantor,Transportation,expense,242601
2025-05-14,Top up pulsa XL,Bills & Utilities,expense,131793
2025-01-06,Bayar tol Cikampek,Transportation,expense,239458
2025-06-11,Nonton konser K-pop,Entertainment,expense,669885
2024-11-30,Denda keterlambatan kartu kredit,Other Expense,expense,230813
2025-07-29,Bayar tagihan listrik,Bills & Utilities,expense,1197919
2025-09-13,Beli skincare di Watsons,Shopping,expense,142786
2024-11-22,Tunjangan makan bulanan,Salary,income,8333977
2025-06-08,Ngopi bareng teman di KFC,Food & Dining,expense,57700
2025-02-20,Isi bensin Pertalite,Transportation,expense,188695
2025-09-25,Potongan layanan e-wallet,Other Expense,expense,484737
2025-01-02,Beli mainan anak di Gramedia,Shopping,expense,576119
2025-09-09,Beli obat flu di apotek,Health & Medical,expense,99952
2024-11-28,Ngopi bareng teman di KFC,Food & Dining,expense,176481
2025-07-27,Pendapatan dari freelance,Salary,income,19723594
2025-05-11,Top up pulsa XL,Bills & Utilities,expense,868921
2025-04-01,Beli game di Steam,Entertainment,expense,739741
2025-06-02,Pesan makanan lewat GrabFood,Food & Dining,expense,49459
2025-08-30,Pendapatan tambahan kecil,Other Income,income,50276
2025-06-19,Cek kesehatan rutin,Health & Medical,expense,1894802
2025-10-21,Zakat bulanan,Gift & Donation,expense,307418
2025-03-22,Belanja baju di Zara,Shopping,expense,1929808
2025-03-26,Naik taksi Blue Bird,Transportation,expense,31022
2025-10-20,Les privat matematika,Education,expense,789431
2025-01-02,Beli sepatu di Shopee,Shopping,expense,3593561
2025-09-04,Beli bunga untuk ibu,Gift & Donation,expense,500962
2024-10-26,Cek kesehatan rutin,Health & Medical,expense,1933537
2025-07-16,Langganan Netflix Premium,Entertainment,expense,268961
2025-09-23,Potongan layanan e-wallet,Other Expense,expense,22993
2025-01-01,Parkir di kantor,Transportation,expense,244883
2024-10-31,Bayar tol Cikampek,Transportation,expense,36816
2025-03-21,Ngopi bareng teman di KFC,Food & Dining,expense,237082
2025-07-09,Bayar air PAM,Bills & Utilities,expense,489202
2025-05-02,Penjualan barang bekas,Other Income,income,340135
2025-07-14,Naik taksi Blue Bird,Transportation,expense,61840
2025-06-04,Denda keterlambatan kartu kredit,Other Expense,expense,66365
2024-10-28,Ngopi bareng teman di KFC,Food & Dining,expense,191395
2025-08-12,Zakat bulanan,Gift & Donation,expense,957238
2024-12-10,Sarapan di Warung Nasi Uduk,Food & Dining,expense,31226
2025-05-08,Refund tiket pesawat,Other Income,income,415656
2025-02-17,Naik Transjakarta,Transportation,expense,163972
2025-04-02,Tes darah di klinik,Health & Medical,expense,1553080
2025-03-30,Bayar tagihan listrik,Bills & Utilities,expense,710813
2025-06-05,Penjualan barang bekas,Other Income,income,172777
2025-05-27,Penjualan produk handmade,Business,income,4015747
2025-09-02,Nonton konser K-pop,Entertainment,expense,597984
2025-02-24,Naik taksi Blue Bird,Transportation,expense,249033
2025-07-22,Tunjangan makan bulanan,Salary,income,14276488
2024-11-14,Beli bunga untuk ibu,Gift & Donation,expense,951568
2025-10-13,Pembayaran dari klien,Business,income,9634064
2025-03-12,Sarapan di Warung Nasi Uduk,Food & Dining,expense,129665
2025-09-19,Biaya transfer antar bank,Other Expense,expense,57543
2025-07-29,Refund tiket pesawat,Other Income,income,388163
2025-08-25,Langganan internet Biznet,Bills & Utilities,expense,251280
2024-12-19,Beli sepatu di Shopee,Shopping,expense,4963601
2024-12-22,Pembayaran dari klien,Business,income,9695824
2025-05-02,Beli vitamin C di Guardian,Health & Medical,expense,314787
2025-03-13,Bonus proyek akhir tahun,Salary,income,18976252
2025-07-16,Refund tiket pesawat,Other Income,income,426882
2025-06-30,Cek kesehatan rutin,Health & Medical,expense,265061
2024-12-23,Komisi tambahan,Salary,income,11174062
2025-08-30,Penjualan barang bekas,Other Income,income,136857
2025-08-09,Isi bensin Pertalite,Transportation,expense,89206
2025-07-22,Hadiah ulang tahun untuk teman,Gift & Donation,expense,496334
2025-09-15,Pendapatan dari freelance,Salary,income,14949586
2024-12-28,Bayar iuran RT,Bills & Utilities,expense,1743316
2024-11-19,Pendapatan dari freelance,Salary,income,8438423
2025-08-27,Langganan Disney+,Entertainment,expense,467818
2025-01-14,Bonus proyek akhir tahun,Salary,income,16288335
2025-05-29,Cashback ShopeePay,Other Income,income,353023
2024-10-28,Tes darah di klinik,Health & Medical,expense,1307183
2025-10-07,Top up pulsa XL,Bills & Utilities,expense,978842
2025-03-27,Bayar iuran RT,Bills & Utilities,expense,610851
2025-08-07,Biaya admin bank,Other Expense,expense,21188
2025-04-28,Top up pulsa XL,Bills & Utilities,expense,1663329
2025-04-14,Refund tiket pesawat,Other Income,income,462483
2025-05-18,Denda keterlambatan kartu kredit,Other Expense,expense,133345
2025-05-11,Beli kopi di Janji Jiwa,Food & Dining,expense,182301
2025-07-05,Refund tiket pesawat,Other Income,income,424706
2025-04-15,Tunjangan makan bulanan,Salary,income,15794491
2025-03-22,Cek kesehatan rutin,Health & Medical,expense,1710994
2024-12-02,Komisi reseller,Business,income,2101111
2025-04-01,Pemasukan dari usaha laundry,Business,income,8184046
2025-07-09,Potongan layanan e-wallet,Other Expense,expense,359986
2025-02-23,Nonton konser K-pop,Entertainment,expense,897606
2024-12-18,Pendapatan toko online,Business,income,1050983
2025-10-17,Hadiah ulang tahun untuk teman,Gift & Donation,expense,331453
2025-07-26,Beli laptop di Tokopedia,Shopping,expense,996413
2025-03-24,Tunjangan makan bulanan,Salary,income,17757253
2025-08-05,Penjualan produk handmade,Business,income,2646020
2025-06-11,Bayar kursus Python online,Education,expense,1086617
2025-06-18,Bayar tagihan listrik,Bills & Utilities,expense,214492
2025-06-04,Biaya admin bank,Other Expense,expense,29610
2025-09-09,Beli sepatu di Shopee,Shopping,expense,1345937
2025-07-28,Langganan Skillshare,Education,expense,1906089
2025-07-20,Hadiah ulang tahun untuk teman,Gift & Donation,expense,101419
2025-01-04,Zakat bulanan,Gift & Donation,expense,720006
2025-10-07,Refund tiket pesawat,Other Income,income,410918
2025-10-05,Gaji bulanan dari perusahaan,Salary,income,9224051
2024-10-22,Beli buku pelajaran,Education,expense,4422175
2025-06-12,Pendapatan tambahan kecil,Other Income,income,325963
2025-07-03,Langganan internet Biznet,Bills & Utilities,expense,970053
2024-12-04,Naik taksi Blue Bird,Transportation,expense,158805
2025-07-17,Penarikan tunai ATM,Other Expense,expense,75279
2025-03-01,Cashback ShopeePay,Other Income,income,106780
2025-07-07,Bayar tagihan listrik,Bills & Utilities,expense,799098
2024-10-31,Potongan layanan e-wallet,Other Expense,expense,130780
2025-10-03,Penarikan tunai ATM,Other Expense,expense,494582
2025-08-08,Bunga deposito bank,Other Income,income,221266
2025-02-20,Bayar SPP anak,Education,expense,386283
2025-08-01,Beli mainan anak di Gramedia,Shopping,expense,3019281
2025-10-02,Beli sepatu di Shopee,Shopping,expense,2497949
2025-07-05,Komisi tambahan,Salary,income,18627916
2025-09-29,Penjualan barang bekas,Other Income,income,399817
2025-03-31,Sumbangan ke yayasan yatim,Gift & Donation,expense,26877
2025-10-08,Beli vitamin C di Guardian,Health & Medical,expense,816288
